type,client,tx,amount
resolve,58,746564955,
deposit,92,2350749922,-358822885977537.1154
resolve,94,3073853977,
resolve,50,3836343598,
deposit,80,414067222,-289841838928079.7817
resolve,32,1577078576,
resolve,41,468176458,
deposit,40,606658642,846634511164507.9512
dispute,18,3871322014,
resolve,95,2294555172,
deposit,62,458763361,-29309720448005.3984
withdrawal,50,2472197628,-355659506288462.5913
deposit,75,456545812,578450105571281.0147
dispute,14,3904296348,
withdrawal,72,2087971082,304334950586605.5062
withdrawal,55,1032651199,308473906662028.0489
resolve,13,653337858,
resolve,79,1457795388,
dispute,95,821232797,
withdrawal,87,1288414663,304859505210157.9217
deposit,17,2885824711,3680278851514.0861
withdrawal,89,3730246545,-625154734294655.3289
withdrawal,2,2030717695,782503652882452.5853
dispute,46,1866407948,
withdrawal,90,405105884,493553253996619.9786
dispute,89,4291169673,
deposit,8,1817034364,-4060292421747.1179
deposit,79,3828199717,-875248778647725.6727
deposit,91,490686442,191322093878783.0866
resolve,25,2522616860,
withdrawal,1,3058714716,126599574640721.5638
resolve,99,54535567,
dispute,43,3406603637,
deposit,6,3449849922,-244482202238473.1739
deposit,4,1274975791,582345634904147.0674
dispute,50,102672943,
withdrawal,94,1551503976,-453153467485005.5734
withdrawal,25,723107170,448438914021056.7850
dispute,24,3454138699,
dispute,5,1189737870,
resolve,5,2594367908,
resolve,61,1827956378,
withdrawal,36,3660361093,-895888659634605.8878
dispute,93,1515132688,
dispute,62,898106184,
dispute,57,1332232680,
withdrawal,7,634844372,524455050317395.5446
resolve,85,2922405073,
deposit,93,3885881185,-787377246187068.0006
withdrawal,34,3143461108,-457434470804374.1087
resolve,43,3900423768,
deposit,27,2801070414,716283566507091.8444
deposit,0,2128145439,810257651957961.5522
dispute,98,1730963895,
dispute,0,3622914144,
dispute,42,2285273702,
deposit,14,1377621153,-13674477237220.6332
dispute,70,54771552,
resolve,32,1617184505,
deposit,92,1179138012,776559417479887.9499
dispute,12,134301145,
deposit,49,4252409673,-101693238373509.4859
dispute,83,3957450919,
deposit,9,2369150865,-84490362487141.9669
deposit,17,2665359694,474004181772539.1909
resolve,6,2873106421,
deposit,99,4118838528,-614898422608075.3449
withdrawal,3,221055137,64886349791636.5835
resolve,35,900565823,
resolve,70,1918343571,
resolve,18,2587288703,
dispute,11,3584825594,
resolve,85,1555279124,
deposit,34,60516567,39066942534611.2203
withdrawal,89,3911958966,703004499486918.5095
withdrawal,27,4142735300,-816367310329330.5896
resolve,22,2337117712,
withdrawal,40,1805953563,557637826764476.9592
resolve,77,1544875413,
dispute,93,1487155197,
dispute,74,3813383687,
dispute,85,4032288795,
dispute,35,2222551764,
resolve,2,2078617164,
resolve,43,4256104141,
withdrawal,45,2910716862,376812622692788.1218
dispute,97,1740913527,
deposit,76,2023985355,-622992238730889.7547
deposit,1,2239403393,-734238447134397.8764
dispute,81,4255314285,
withdrawal,63,657715931,231803966201268.4908
resolve,6,1169258755,
withdrawal,26,3578135253,715182744421034.1930
withdrawal,98,931911293,-875530044564663.2107
resolve,43,1398122357,
deposit,89,557186750,862722226974559.6353
deposit,53,4160827604,625301066079861.3025
withdrawal,13,680885992,919068291313503.4481
dispute,46,3682736125,
withdrawal,25,3207490358,709521443610322.9968
resolve,77,3955712008,
deposit,2,3682495228,210450140690273.2553
withdrawal,62,1786936075,-180982180557247.8593
deposit,37,4133807399,639375899323423.5564
withdrawal,33,1795654784,-883487062054269.6246
deposit,72,3054246086,-672234763992281.7603
resolve,70,1643335041,
withdrawal,10,2028919931,-530079159792849.0154
withdrawal,7,3575839806,-253913802476813.6784
deposit,67,3926396975,419183636645324.1851
withdrawal,91,4158667131,707841646325494.0800
resolve,72,2871168789,
dispute,82,3830644615,
resolve,12,2955167530,
withdrawal,13,979799110,63333933219562.9713
dispute,67,3527879267,
resolve,14,1290772945,
dispute,37,2093727502,
dispute,3,1254634412,
withdrawal,61,3845839344,626044149530863.9687
deposit,45,3878631782,-822733048877981.7008
dispute,61,2143235320,
withdrawal,17,1698459663,-839809744152895.2006
deposit,42,468101911,577600452954717.9796
withdrawal,0,2081473335,-320188327394315.8675
withdrawal,49,3351491510,-521221792533551.4067
dispute,69,3214372769,
dispute,34,1005333229,
deposit,2,1010173979,-211855531170448.3656
deposit,84,1608644219,-172474415978099.5150
resolve,36,1007021535,
resolve,14,3241838776,
resolve,89,1920299430,
resolve,90,1882220680,
resolve,30,2502812405,
withdrawal,11,4294715404,-28685485585302.8066
deposit,65,2067000399,526217574790309.9973
deposit,58,3888083089,-774455533450751.5857
deposit,14,3212042623,166575044094369.0082
deposit,39,1214542875,329402036294871.4522
dispute,19,4063510073,
withdrawal,68,2010524487,-51726018342446.2232
deposit,2,1434320775,919613606152395.8818
resolve,69,966668692,
resolve,92,299478894,
deposit,29,3466416618,385512067260676.0794
resolve,10,3269733978,
dispute,42,2638407059,
dispute,53,2949050841,
resolve,7,154798335,
dispute,20,3808238648,
deposit,28,923338284,-272704646518572.2992
withdrawal,5,828405534,-462042654147016.6178
deposit,62,891963110,530106086383666.0686
dispute,20,758976512,
resolve,11,3670332758,
dispute,65,1501556948,
dispute,81,7942170,
withdrawal,76,2410418706,328383940673935.1696
dispute,40,2912597570,
withdrawal,6,3588391671,451632058421371.3752
deposit,16,2806346044,481606322091558.3607
dispute,28,4213528216,
dispute,49,1849872401,
deposit,98,3362497099,839145913425614.4742
withdrawal,82,3906419729,-530603065342695.0570
deposit,12,2292273328,851595154568557.1064
deposit,32,1421123118,-746493933168275.7209
withdrawal,59,4221830479,-721449924273370.2676
dispute,98,3016851148,
deposit,2,2349726871,-375509036770072.5152
dispute,24,3479515091,
resolve,77,1957229494,
resolve,44,1547018193,
dispute,89,724833280,
deposit,75,1930062064,-478810303552519.1575
dispute,89,1470048298,
withdrawal,38,3591995062,-108987921250526.2381
dispute,89,718194825,
resolve,42,2125697046,
deposit,35,1108030081,296886677214870.1490
resolve,57,2482595052,
dispute,24,374917558,
withdrawal,59,2199249586,-225827733535652.6372
withdrawal,80,3758171319,283916522064052.8843
deposit,11,2332733863,357726215053404.3888
withdrawal,49,4174282831,72880224351198.9438
resolve,82,2432244829,
resolve,41,3851877794,
resolve,99,1680021561,
resolve,81,1296522215,
withdrawal,41,1319016870,-285547881701758.9600
dispute,3,377916325,
resolve,54,1073949316,
withdrawal,30,1212799729,-214899077477051.2778
resolve,18,3599241619,
dispute,50,3083944277,
withdrawal,7,1876272579,517186858348110.9844
resolve,45,1340650266,
deposit,91,449284004,-292842580364783.4249
dispute,18,2410147795,
resolve,17,2959019315,
resolve,84,1778314420,
resolve,82,2699104651,
deposit,10,946663745,28815304284294.4926
deposit,45,1637042421,-241076113793961.9504
dispute,46,1192797552,
dispute,58,2349385026,
dispute,36,1917484073,
dispute,58,2341282787,
withdrawal,66,8953231,-300036445682060.9670
resolve,69,704999690,
withdrawal,63,3432272759,-736062208219986.1642
resolve,0,3870252494,
withdrawal,39,1588322262,31379984747004.6584
deposit,17,3686722201,-678518172829168.0089
withdrawal,46,371414446,-148063494738400.3301
resolve,55,4157979883,
withdrawal,0,4217065019,-844379342563535.0406
withdrawal,38,2529724606,688874360017333.0548
deposit,24,1104596132,754379429369168.7470
deposit,22,1982004457,377586858879675.1816
deposit,87,878695510,-285791548603216.1151
dispute,71,1786845415,
resolve,24,4081366516,
withdrawal,63,2715148281,362385984169433.9604
dispute,76,1539053229,
deposit,76,191472924,-721062010813209.3208
dispute,18,3098101462,
withdrawal,4,1559341200,-8400865777413.7781
withdrawal,74,2640335632,408081081071910.0678
deposit,93,1524168008,-431848893111441.7012
dispute,57,1332928680,
deposit,62,1124624964,-794222262931055.5828
dispute,5,3207478116,
dispute,75,3456015362,
deposit,19,1127253971,-145276780417310.5105
resolve,70,3805260105,
withdrawal,98,3964236031,-541086352233246.4109
deposit,73,3102212457,-893903347192751.4412
dispute,61,127458409,
withdrawal,29,2784151266,-747673346812666.5996
resolve,94,2382121371,
deposit,86,390619446,-325626103594944.9307
withdrawal,93,3168589426,-352948069191743.1298
deposit,90,2165933434,299946134539466.2074
withdrawal,41,2465115191,727820417669090.8870
resolve,8,3162344249,
resolve,90,1573807275,
withdrawal,26,752098103,223198575823902.4420
deposit,76,150424915,585110894459223.0033
dispute,75,628607027,
resolve,87,3799848287,
dispute,44,14111348,
dispute,60,3571322362,
resolve,62,1935837915,
withdrawal,71,2069708038,655605639158692.6968
deposit,71,3659082443,187267768472359.6884
withdrawal,0,2932075238,718865247589332.7736
resolve,45,3414333939,
withdrawal,1,990464514,-160042380894916.1124
deposit,13,493897898,591207266163536.9666
withdrawal,20,2627131725,290084963106322.8743
withdrawal,36,537788861,603951771045117.8779
resolve,88,4096516584,
deposit,99,1684853234,-517992266247888.1579
dispute,67,3108853096,
withdrawal,33,677767556,686377494812684.1691
deposit,35,3598103818,549676622933070.8860
dispute,88,730227332,
deposit,77,943309336,491513693410149.5471
dispute,35,4018164416,
resolve,35,454521030,
resolve,91,779287736,
withdrawal,25,3158750364,-47943231741354.2885
deposit,72,3334303741,-417694433964696.5807
resolve,31,491038389,
dispute,70,2891210460,
dispute,68,3643632982,
withdrawal,88,494721812,-688287619673448.6999
deposit,45,1250685909,134308380389975.7648
dispute,60,2095599363,
resolve,14,564087733,
deposit,29,24873241,-408420026201149.9302
deposit,89,3561028497,-371548039511461.2193
dispute,80,2163173575,
withdrawal,33,434598065,-917417768146138.5822
resolve,67,517073292,
deposit,78,1173801692,-220169129967238.0719
withdrawal,58,3433680633,316713263381925.5931
withdrawal,48,843138672,543393225460044.0896
resolve,60,1219430997,
withdrawal,43,3692792071,-337422215804278.4608
withdrawal,96,733747836,-517830968143024.3127
dispute,85,4181644600,
resolve,89,1709088656,
resolve,49,1164870700,
dispute,18,4123973401,
withdrawal,88,2532556664,237787078154304.2477
dispute,95,2505341985,
dispute,36,1915027921,
resolve,22,3876265673,
dispute,11,3212532396,
dispute,87,2704216632,
dispute,60,781325967,
deposit,48,2022952233,760279942453918.9828
resolve,18,1938669769,
deposit,48,1805377611,653382806676901.1464
deposit,93,3361857161,794219879779537.3325
deposit,36,3833048787,10579592756730.8487
resolve,32,192490477,
withdrawal,2,876215762,532998312217982.2221
withdrawal,88,1604155795,-96196809786930.0275
deposit,55,1091866723,134043613543609.8374
deposit,42,3145075440,121219601680048.8425
withdrawal,23,688513075,370015600810657.4545
withdrawal,2,485620772,-564460769720973.8447
dispute,31,525472096,
deposit,22,3884326780,-768217921289142.9746
deposit,25,2801022212,-104383061946862.9632
withdrawal,69,1009607435,-875931645644357.0735
withdrawal,72,1190377486,609306450722240.3400
dispute,82,2928173694,
dispute,7,1216272997,
resolve,20,329259824,
dispute,30,3876841900,
resolve,94,3204700080,
withdrawal,72,4011160302,-412833591458635.0721
resolve,76,2574353726,
deposit,30,1210673721,464820898453179.6139
withdrawal,74,3714733881,-882025972114612.8968
withdrawal,61,3718600734,-624698957269867.7217
withdrawal,79,2091039036,-248724754953767.5010
withdrawal,14,500713794,-652025350464171.6923
resolve,47,4251159920,
deposit,80,3806752485,-598350442569436.8925
resolve,15,3085864088,
deposit,11,1942768194,-540860247133910.9061
deposit,80,681083646,-402168856649354.4004
resolve,42,2566311636,
deposit,84,1521117565,865956850334776.4792
resolve,39,784103324,
deposit,93,684397983,-351243235173845.3863
resolve,93,3032239508,
dispute,19,2766582985,
dispute,4,568759435,
deposit,32,4254961768,592888980550581.1810
resolve,1,3909492873,
withdrawal,55,1457123779,-181698104953190.1406
resolve,25,1322081818,
withdrawal,11,1599564887,353636016427750.2465
dispute,40,1829803823,
dispute,32,1422691480,
dispute,35,615991429,
resolve,88,3508022205,
dispute,72,1827125816,
dispute,50,1027270206,
deposit,89,2051650994,-499548463022994.1486
resolve,26,1906846926,
dispute,76,2238146794,
dispute,49,42165603,
resolve,5,4187227997,
resolve,92,2738073902,
deposit,45,4068434821,51658669832779.4327
resolve,4,697419737,
deposit,60,60546243,-184310373879886.9396
deposit,90,3988665926,656614503024896.6680
dispute,59,192477590,
withdrawal,17,3697520917,319120213447078.9468
resolve,52,3736233568,
resolve,90,1583317524,
dispute,26,2559014115,
deposit,64,402517516,260413986728253.5320
withdrawal,37,2686450207,-395396807126091.0765
resolve,16,809051548,
dispute,18,1419755085,
deposit,47,354443330,273049182755771.7991
dispute,81,3775004009,
dispute,43,3122103398,
resolve,7,337309488,
resolve,61,2561076823,
resolve,37,1562375621,
deposit,81,3031704987,622554740375451.0231
withdrawal,36,3684418101,-377295051854660.0391
deposit,99,12037019,673414504190543.9294
deposit,6,110286253,-866619808231829.5109
dispute,26,392566187,
dispute,55,3394413956,
resolve,27,2611638068,
deposit,60,284088277,532972621723138.4821
dispute,40,3119579631,
withdrawal,32,3800514946,-445927401343896.3707
withdrawal,68,1784751932,-6222229498066.5056
withdrawal,13,1859861432,753271730116711.7789
resolve,98,1223436580,
resolve,88,2810630422,
deposit,37,2611541519,-78857865253051.4268
dispute,6,396804509,
withdrawal,25,3880125608,-721830655239066.8216
withdrawal,78,2728882210,-655664552622033.5802
withdrawal,74,3567930301,415833869384350.5607
resolve,25,1288462170,
deposit,11,1762017297,-683090130955579.8933
dispute,46,257273106,
deposit,5,1470156278,230042768560613.5928
withdrawal,4,578590797,-659991541855548.2451
resolve,72,289115339,
resolve,51,3407540118,
dispute,87,1825923939,
withdrawal,67,1865158397,894777295291451.4582
dispute,94,839584761,
withdrawal,10,882465763,-714086162242041.0472
dispute,54,912084950,
withdrawal,77,2320408200,-519760020919412.2489
withdrawal,26,2917251689,-824830935832647.6422
resolve,92,2638647612,
withdrawal,23,3799259208,289311271321189.4324
deposit,13,2602729329,-869137328894923.9731
dispute,62,1372191512,
deposit,18,3637508627,-238972903565211.9288
dispute,38,2792520543,
deposit,95,2978021797,-749094037231107.2390
deposit,91,504604847,-424748778306831.4977
withdrawal,3,4108117202,-641809610402790.2784
deposit,12,387277445,785041366960938.8925
dispute,61,2371172437,
deposit,76,2114957077,-510821338085352.8624
deposit,51,3807176135,83743247000686.4035
dispute,37,397247807,
deposit,10,3987328398,-197053762245146.9043
resolve,75,223892657,
resolve,77,3568871877,
dispute,67,237391540,
deposit,3,1909964189,683314625817084.4707
dispute,39,1553447604,
deposit,96,1110986889,815636889630809.0038
withdrawal,28,2612344565,693572648719071.2020
deposit,72,542888422,-244964109653532.2489
dispute,30,1489298785,
deposit,56,681564077,-126208960050103.1116
dispute,59,2802016035,
dispute,86,2609292340,
withdrawal,66,2973769256,797850291013915.5278
resolve,24,2093895314,
dispute,73,2411097607,
dispute,13,3863135763,
deposit,55,883817426,81100303952660.9837
deposit,34,4025796110,524865682414783.8470
deposit,61,4019476188,819364189355552.8190
deposit,74,2473288097,-710854569136534.6696
withdrawal,46,418485786,576834896371594.5326
deposit,91,2394917800,174481907924696.0893
dispute,9,3118847884,
withdrawal,92,2675711399,449984301410682.9767
resolve,29,2411614761,
deposit,89,881214009,161747151177135.9611
resolve,74,3928101024,
deposit,75,232818357,-147112919619754.9818
resolve,82,995644157,
resolve,7,186252970,
dispute,0,4185725282,
withdrawal,74,2494342737,-665223320055247.4062
dispute,10,2797581266,
deposit,97,20572292,-349315652750331.6262
dispute,71,2689214746,
deposit,61,4116345112,-690764301587009.2414
withdrawal,49,4096638298,-749379965805042.6977
resolve,41,3367852331,
dispute,34,529294732,
dispute,50,3904364694,
deposit,11,2389867074,339141634564287.7804
withdrawal,65,234302063,393861746840187.5358
resolve,14,36893405,
withdrawal,32,2495625673,-538107418051163.7455
deposit,22,1439685513,21584807995502.0126
resolve,33,597986199,
resolve,18,1779127367,
withdrawal,45,833843530,-873366881983446.7167
resolve,81,4098181172,
withdrawal,23,1474092894,-554207976646231.4935
resolve,93,4069090444,
deposit,11,1772429667,-896131950662021.6264
dispute,35,3666300048,
deposit,85,2534294122,-309139938031534.0379
deposit,71,1086548657,482335666336897.3632
resolve,7,3605149863,
resolve,24,1962398178,
withdrawal,73,1944829041,388176542591692.3434
withdrawal,94,651974472,711221134283495.7748
resolve,49,2204582929,
dispute,34,3255094765,
resolve,26,373408588,
withdrawal,21,1333442238,-141152277408666.2891
dispute,82,2145731740,
dispute,24,2421243610,
withdrawal,31,2126767595,578290482761949.1287
withdrawal,85,4229639791,-139388816594571.2308
resolve,86,1300510795,
dispute,93,3447335290,
dispute,98,2308741091,
resolve,51,2020629934,
deposit,27,250343328,321544501538096.3495
deposit,44,1600745092,-519447482453506.5211
deposit,34,195000921,76305344699750.5714
deposit,38,3377459505,-459588409039624.6841
withdrawal,44,2975653590,-731562690158018.0667
dispute,19,1628358118,
resolve,54,2709938168,
dispute,46,1553798587,
dispute,32,3833109316,
withdrawal,54,844217115,-783155499412100.4841
withdrawal,62,2831012434,560480694689185.1312
dispute,67,3817534982,
dispute,95,1931017256,
deposit,5,1377976316,-66605850248741.9459
deposit,37,146827020,266372908716087.5504
deposit,30,2671728860,-558635993567695.8780
dispute,89,3398258823,
resolve,3,108286448,
dispute,21,3612332691,
dispute,54,1016469769,
resolve,8,2296085388,
deposit,94,853390886,715507849850774.2039
deposit,88,3354644370,904764701703323.1629
resolve,39,585936396,
withdrawal,68,4202446716,517598682269265.0368
deposit,70,2253495923,-906709121689412.8104
deposit,2,4104786152,-270953066584452.2153
deposit,81,1232984484,-642647790952772.9324
resolve,7,3808640628,
deposit,44,3139205680,50541115229826.9177
resolve,14,3026956761,
dispute,74,2060678372,
deposit,10,3989730340,432553743552964.2702
dispute,23,1189652324,
resolve,80,4161450751,
resolve,85,3373348041,
dispute,27,400096137,
dispute,25,318078766,
dispute,1,1264641974,
withdrawal,63,1664171440,850098332869084.6361
dispute,38,1021956199,
withdrawal,69,3347169641,-33587612856482.7536
resolve,99,2446094556,
deposit,81,1539572683,797969192973014.6878
dispute,88,1932032419,
dispute,0,320161854,
resolve,36,2542794779,
dispute,31,89818938,
dispute,55,2723120074,
resolve,21,2925144720,
resolve,67,2877412019,
dispute,59,3072289179,
dispute,0,461620741,
withdrawal,85,2566096621,-223253801476154.3242
resolve,12,3658180500,
withdrawal,65,1612013434,-773524117492680.6442
dispute,75,2182558539,
resolve,4,1535523071,
resolve,31,1044976403,
deposit,41,2799310141,363133475327022.0047
deposit,44,2665490137,-655237555000094.2182
resolve,19,1044376882,
withdrawal,46,3522572142,260239573159126.3287
withdrawal,88,1537510192,-98080368749533.6938
dispute,38,2879771672,
deposit,18,702349360,14008185080746.3776
dispute,72,3670450407,
resolve,23,1271815439,
resolve,66,3267282962,
dispute,29,4150095693,
withdrawal,64,4173101402,549929539792073.9757
withdrawal,10,995075795,-724413659365927.9641
resolve,55,1091495815,
deposit,10,545517906,-875939635533268.2386
dispute,76,4190861637,
withdrawal,93,2013189948,-227355105768042.6364
deposit,88,716852156,90717676006614.7601
deposit,72,4294124193,-691279300013577.6524
resolve,64,2824895302,
dispute,17,3941547183,
resolve,91,2344820133,
dispute,91,400923105,
resolve,61,1668388268,
withdrawal,51,3041530522,43342941184604.7331
deposit,21,2366870755,271316888272009.7687
dispute,27,2500303892,
dispute,20,2335733264,
deposit,21,2544954518,47525443734945.5201
resolve,44,1734671330,
resolve,15,3276359238,
withdrawal,27,3791806682,715824118330643.2418
dispute,89,2584126607,
dispute,99,546935085,
dispute,49,135542336,
dispute,91,1316002862,
deposit,70,2515240510,-865133631797694.0961
resolve,88,671984219,
deposit,84,2529927261,876910535715283.2929
withdrawal,0,3727415673,-557429432330509.7966
deposit,45,2088955736,-689116905514458.1973
withdrawal,23,2230603987,-733352224706984.8388
deposit,15,2285865442,660812038891850.1751
deposit,60,4067965263,-181785949948283.6129
deposit,51,823143937,-624072523063256.1863
withdrawal,4,39680442,-710969025497314.7434
withdrawal,93,85506612,282983212513659.3457
resolve,26,2179261512,
withdrawal,5,3260168406,-815205041359649.7497
deposit,82,1445164917,-114462573111539.2909
deposit,70,3692869026,450848257413214.8093
withdrawal,27,3669074327,896050428349801.6801
dispute,70,1723923015,
dispute,3,784947417,
deposit,28,3223190098,-656223254544481.0877
dispute,54,1707032768,
resolve,81,2265000859,
dispute,72,1583404984,
resolve,3,1218325734,
dispute,24,1757952114,
withdrawal,66,4077845245,-464448398196883.3184
deposit,5,3874485065,216106850086033.8999
withdrawal,19,255535728,96014656860579.2090
dispute,24,2406903053,
withdrawal,75,2262409311,652979734968778.3124
dispute,68,1747465876,
deposit,94,1765937880,871635336699634.8334
resolve,25,2780294020,
dispute,37,3902274774,
resolve,81,2879261900,
withdrawal,65,1331617164,-840670921244250.8943
withdrawal,62,3017608905,553248735584412.5882
deposit,65,4249272383,700931641289953.6336
withdrawal,90,3509660991,-273229129495350.5787
deposit,95,3486834230,-589574544536655.0750
withdrawal,47,3365697685,-299615617118594.6311
withdrawal,2,49135293,-500991574789955.1797
withdrawal,35,1699094656,-900990564551902.6401
deposit,10,2165456776,321622683019721.3279
deposit,83,2943567925,480164279288321.4378
withdrawal,97,2616051101,-193808678457685.1138
dispute,71,404638953,
dispute,50,2234819436,
withdrawal,14,1248335394,-301332938561629.6987
withdrawal,55,529182144,-44226006261812.8010
resolve,66,1643689184,
withdrawal,16,2583948429,-196127423556687.4584
withdrawal,43,108548688,682420743347373.5943
withdrawal,84,87557757,-792590330942366.1509
resolve,15,3485617235,
withdrawal,7,223294010,393967612659370.7952
withdrawal,53,1205162020,910407905749246.7345
deposit,71,394996893,109677192418283.1407
resolve,40,3380780051,
deposit,84,3937701361,-647354386956003.3933
resolve,37,2859987647,
resolve,74,2909934853,
withdrawal,36,3821760202,-128123722136335.0856
resolve,99,432015,
withdrawal,41,689115104,606747323385316.7419
withdrawal,72,1479489497,-454015945150100.0546
deposit,48,3605596079,-324397571153152.6922
dispute,9,1220884117,
deposit,69,72946275,212694426210135.3515
dispute,7,4284894922,
dispute,77,1373445086,
dispute,58,129220990,
dispute,80,4076101970,
resolve,17,1735853893,
dispute,8,1770459895,
deposit,29,1223785899,-236733898644524.6523
dispute,97,3693258971,
resolve,83,3399290643,
resolve,37,4189712203,
deposit,12,1353994123,715934958007866.4204
withdrawal,21,861401432,736636228031516.6810
deposit,51,2952168067,109472505444833.0159
deposit,61,2281387127,187810478739424.9811
withdrawal,76,2927097686,-461822271450909.3774
withdrawal,89,4085775923,186428038668863.5805
resolve,64,3064297730,
dispute,81,136731231,
deposit,29,45098431,-45034407047224.8380
resolve,20,1703228393,
resolve,64,4194406985,
resolve,61,3832470113,
resolve,63,667297969,
resolve,30,2904809696,
deposit,70,434255201,-854888090230974.4559
withdrawal,79,3191577763,-807975566535941.1340
deposit,73,2171299653,-148626668791475.1244
withdrawal,58,357690187,-154001768519121.7271
dispute,80,1020581225,
resolve,76,1219509242,
deposit,26,2573121494,-395489365517820.4662
deposit,0,629375163,-833550361547804.2195
withdrawal,20,381325754,-103493232863338.4219
withdrawal,16,4064730832,800962984685897.7591
deposit,36,4199067336,573749295127862.7201
dispute,99,662439282,
withdrawal,88,1678288512,-629256039432385.7702
resolve,95,587941032,
deposit,12,1991241392,756820471770720.7548
resolve,1,247320463,
dispute,50,1991609714,
withdrawal,43,1680730481,-101186423749604.0868
dispute,28,2643694413,
resolve,8,2317442661,
dispute,21,1647868647,
deposit,63,3389230039,760771199922563.3116
dispute,76,473291114,
dispute,76,3693186299,
dispute,60,1554653431,
dispute,0,3907500357,
deposit,77,4210705321,-250371824270769.5202
dispute,77,53254601,
resolve,87,2213720477,
deposit,89,937969717,-84993387345757.2708
dispute,24,2195171499,
dispute,66,780014354,
dispute,77,1638129121,
deposit,39,2496386362,648832209519317.1179
dispute,95,2558463046,
dispute,87,4216123769,
dispute,30,1224713117,
withdrawal,84,1179885251,-62922547792595.3098
resolve,87,3390964448,
withdrawal,52,415608828,839538603745073.3927
resolve,4,1205495798,
withdrawal,24,3385297873,402631646301788.7236
resolve,91,106871741,
resolve,43,3781639333,
resolve,66,4145292066,
deposit,99,4254561589,118871062135996.0502
withdrawal,2,2921755786,-168302175737414.7921
dispute,63,3151345148,
withdrawal,36,375893139,869579148453840.4972
deposit,62,101719794,241052659205288.9809
withdrawal,52,656797687,-494666922287593.4581
resolve,41,892679126,
dispute,22,1896608015,
dispute,30,2494574569,
deposit,94,2542419021,-594067502041083.4972
resolve,68,303938997,
deposit,79,2233207524,389359072758876.7454
deposit,49,1587823130,-701801533913223.7556
resolve,47,1170901490,
deposit,22,1398540723,-592731553437710.8671
dispute,16,4082565705,
dispute,34,2980742263,
resolve,45,3462856647,
resolve,19,2386439083,
resolve,61,488187462,
deposit,84,4087497854,-899227275797551.9539
deposit,83,2113841382,765159038076575.2867
withdrawal,49,3346702712,404222248137176.4417
dispute,50,1244177419,
dispute,17,3774278073,
dispute,25,435950589,
withdrawal,46,268736471,-607078153966603.2477
deposit,59,3264514005,-296865494835953.6362
deposit,60,812994796,-442162493073111.3610
withdrawal,69,3377144730,334552560220812.6696
withdrawal,21,698836258,88138235708536.5272
deposit,65,4272694532,-688472818746898.5840
deposit,37,3446861650,640713853981133.0060
withdrawal,10,3844829214,357003394676769.2567
resolve,76,325229326,
deposit,47,937168031,661819998241528.1489
withdrawal,3,78493033,302735259044245.8385
dispute,75,3128626903,
deposit,29,2614193367,619198165782045.1200
deposit,78,3589663597,-859029349304925.0420
resolve,71,831244352,
deposit,46,3070003050,737880640656618.2388
dispute,6,1228955655,
withdrawal,32,127679255,-81866654086640.4128
withdrawal,22,217845901,-173075454626902.9211
resolve,3,747704227,
deposit,73,1632163977,-402268561982715.4718
resolve,0,1782541657,
dispute,29,599581269,
resolve,63,3519808623,
deposit,16,3003986315,669315771950989.8170
resolve,97,3446430620,
deposit,33,2927524317,48153850761383.4505
withdrawal,97,2927262752,616819249381309.0675
resolve,58,1968412080,
resolve,25,983585540,
dispute,34,2950439273,
dispute,37,4132252557,
dispute,97,4009168607,
resolve,60,1658298232,
dispute,88,3685562604,
resolve,76,2198467214,
resolve,57,2766697506,
resolve,12,1266466590,
withdrawal,99,2212438849,-293335304215758.1919
dispute,47,1797026478,
resolve,44,1835962219,
withdrawal,93,2405225686,733517988075620.0560
withdrawal,59,4071276147,-327497021887391.4898
resolve,56,2348736775,
resolve,9,2008933430,
deposit,54,3343414354,-85087630226884.5427
resolve,34,3285774163,
deposit,92,398385039,-591788290953240.6365
withdrawal,67,3042260495,-700378526175547.3686
dispute,56,284373732,
resolve,24,177089639,
withdrawal,61,3894417563,94475013742223.5988
resolve,15,1495613780,
deposit,60,2210756080,613560058391406.7145
resolve,13,1487518151,
deposit,64,795691174,37928108495693.3270
dispute,38,2750204857,
resolve,78,653568490,
resolve,78,3260316944,
resolve,7,3798527071,
resolve,31,2598835235,
withdrawal,55,603445205,111321301896596.4862
dispute,72,2054166526,
dispute,88,2841689911,
deposit,63,1340085218,-879706792289420.1421
deposit,59,112898080,343034523983930.4660
deposit,79,2266754416,-433068552378251.1066
deposit,53,1683668722,-94317881685525.5199
resolve,31,1656146828,
resolve,92,1171193628,
dispute,17,446025795,
resolve,4,687255477,
dispute,36,1721495938,
deposit,35,2278285989,872841561786821.9751
withdrawal,48,3786572011,-595964339036696.8787
deposit,70,3610750305,-415752170825244.1124
withdrawal,90,1800330206,416645080264791.1852
withdrawal,45,3715026331,-255380108171348.1824
deposit,58,3936292538,826374134446054.1084
withdrawal,53,1945334979,702117407422198.6914
resolve,12,4152050260,
deposit,23,3850869598,-274099544604662.2166
resolve,41,1968221341,
withdrawal,83,4221169352,-368930014627165.2066
dispute,11,1513685473,
deposit,37,1862780688,220402301741390.4213
resolve,2,133526,
withdrawal,71,2845108436,-181113781652735.4525
dispute,41,4207547063,
deposit,65,1298243816,-186890139332888.6732
deposit,91,1223228284,210541811011899.4673
dispute,97,1513631258,
withdrawal,89,673284257,-497365807741810.0735
dispute,80,285097740,
deposit,9,4287753535,-599103834549819.0158
